Winding,Cooling System,OPS,Oil,Profit
0.8,0.4,0.4,0.2,-5958.1
0.8,0.4,0.4,0.0,-208.2
0.8,0.4,0.2,1.0,-279.7
0.8,0.4,0.2,0.8,-5734.1
0.8,0.4,0.2,0.6,-5734.4
0.8,0.4,0.2,0.4,-5735.1
0.8,0.4,0.2,0.2,-5951.2
0.8,0.4,0.2,0.0,-837.9
0.8,0.4,0.0,1.0,-279.7
0.8,0.4,0.0,0.8,-5734.1
0.8,0.4,0.0,0.6,-5734.4
0.8,0.4,0.0,0.4,-5735.1
0.8,0.4,0.0,0.2,-5951.2
0.8,0.4,0.0,0.0,-837.9
0.8,0.2,1.0,1.0,0.0
0.8,0.2,1.0,0.8,0.0
0.8,0.2,1.0,0.6,0.0
0.8,0.2,1.0,0.4,0.0
0.8,0.2,1.0,0.2,0.0
0.8,0.2,1.0,0.0,0.0
0.8,0.2,0.8,1.0,-362.7
0.8,0.2,0.8,0.8,-685.8
0.8,0.2,0.8,0.6,-528.6
0.8,0.2,0.8,0.4,-917.9
0.8,0.2,0.8,0.2,-902.5
0.8,0.2,0.8,0.0,-7.4
0.8,0.2,0.6,1.0,-283.7
0.8,0.2,0.6,0.8,-858.5
0.8,0.2,0.6,0.6,0.0
0.8,0.2,0.6,0.4,-825.2
0.8,0.2,0.6,0.2,-6357.6
0.8,0.2,0.6,0.0,-1149.5
0.8,0.2,0.4,1.0,2.4
0.8,0.2,0.4,0.8,-5941.4
0.8,0.2,0.4,0.6,-5959.0
0.8,0.2,0.4,0.4,-6667.5
0.8,0.2,0.4,0.2,-5946.6
0.8,0.2,0.4,0.0,-826.3
0.8,0.2,0.2,1.0,2.4
0.8,0.2,0.2,0.8,0.0
0.8,0.2,0.2,0.6,-827.9
0.8,0.2,0.2,0.4,-6686.5
0.8,0.2,0.2,0.2,-6664.1
0.8,0.2,0.2,0.0,-503.3
0.8,0.2,0.0,1.0,2.4
0.8,0.2,0.0,0.8,0.0
0.8,0.2,0.0,0.6,-827.9
0.8,0.2,0.0,0.4,-6686.5
0.8,0.2,0.0,0.2,-6664.1
0.8,0.2,0.0,0.0,-503.3
0.8,0.0,1.0,1.0,0.0
0.8,0.0,1.0,0.8,0.0
0.8,0.0,1.0,0.6,0.0
0.8,0.0,1.0,0.4,0.0
0.8,0.0,1.0,0.2,0.0
0.8,0.0,1.0,0.0,0.0
0.8,0.0,0.8,1.0,-362.7
0.8,0.0,0.8,0.8,-685.8
0.8,0.0,0.8,0.6,-528.6
0.8,0.0,0.8,0.4,-917.9
0.8,0.0,0.8,0.2,-902.5
0.8,0.0,0.8,0.0,-7.4
0.8,0.0,0.6,1.0,-283.7
0.8,0.0,0.6,0.8,-858.5
0.8,0.0,0.6,0.6,0.0
0.8,0.0,0.6,0.4,-825.2
0.8,0.0,0.6,0.2,-6357.6
0.8,0.0,0.6,0.0,-1149.5
0.8,0.0,0.4,1.0,2.4
0.8,0.0,0.4,0.8,-5941.4
0.8,0.0,0.4,0.6,-5959.0
0.8,0.0,0.4,0.4,-6667.5
0.8,0.0,0.4,0.2,-5946.6
0.8,0.0,0.4,0.0,-826.3
0.8,0.0,0.2,1.0,2.4
0.8,0.0,0.2,0.8,0.0
0.8,0.0,0.2,0.6,-827.9
0.8,0.0,0.2,0.4,-6687.1
0.8,0.0,0.2,0.2,-6664.1
0.8,0.0,0.2,0.0,-503.3
0.8,0.0,0.0,1.0,2.4
0.8,0.0,0.0,0.8,0.0
0.8,0.0,0.0,0.6,-827.9
0.8,0.0,0.0,0.4,-6686.5
0.8,0.0,0.0,0.2,-6664.1
0.8,0.0,0.0,0.0,-503.3
0.6,1.0,1.0,1.0,0.0
0.6,1.0,1.0,0.8,0.0
0.6,1.0,1.0,0.6,0.0
0.6,1.0,1.0,0.4,0.0
0.6,1.0,1.0,0.2,0.0
0.6,1.0,1.0,0.0,0.0
0.6,1.0,0.8,1.0,0.0
0.6,1.0,0.8,0.8,0.0
0.6,1.0,0.8,0.6,0.0
0.6,1.0,0.8,0.4,0.0
0.6,1.0,0.8,0.2,-996.2
0.6,1.0,0.8,0.0,-1281.3
0.6,1.0,0.6,1.0,0.0
0.6,1.0,0.6,0.8,0.0
0.6,1.0,0.6,0.6,0.0
0.6,1.0,0.6,0.4,-1150.9
0.6,1.0,0.6,0.2,-1150.3
0.6,1.0,0.6,0.0,-1149.7
0.6,1.0,0.4,1.0,0.0
0.6,1.0,0.4,0.8,-5744.3
0.6,1.0,0.4,0.6,-6060.7
0.6,1.0,0.4,0.4,-6394.2
0.6,1.0,0.4,0.2,-6049.9
0.6,1.0,0.4,0.0,-6054.4
0.6,1.0,0.2,1.0,0.0
0.6,1.0,0.2,0.8,-5744.3
0.6,1.0,0.2,0.6,-5747.8
0.6,1.0,0.2,0.4,-6739.7
0.6,1.0,0.2,0.2,-5731.8
0.6,1.0,0.2,0.0,-6054.4
0.6,1.0,0.0,1.0,0.0
0.6,1.0,0.0,0.8,-5744.3
0.6,1.0,0.0,0.6,-5747.8
0.6,1.0,0.0,0.4,-6739.7
0.6,1.0,0.0,0.2,-5731.8
0.6,1.0,0.0,0.0,-6054.4
0.6,0.8,1.0,1.0,0.0
0.6,0.8,1.0,0.8,0.0
0.6,0.8,1.0,0.6,0.0
0.6,0.8,1.0,0.4,0.0
0.6,0.8,1.0,0.2,0.0
0.6,0.8,1.0,0.0,0.0
0.6,0.8,0.8,1.0,-130.1
0.6,0.8,0.8,0.8,0.0
0.6,0.8,0.8,0.6,-232.9
0.6,0.8,0.8,0.4,-60.8
0.6,0.8,0.8,0.2,-21.0
0.6,0.8,0.8,0.0,-899.6
0.6,0.8,0.6,1.0,-261.2
0.6,0.8,0.6,0.8,-204.2
0.6,0.8,0.6,0.6,-196.7
0.6,0.8,0.6,0.4,-196.7
0.6,0.8,0.6,0.2,-196.8
0.6,0.8,0.6,0.0,-196.7
0.6,0.8,0.4,1.0,-350.2
0.6,0.8,0.4,0.8,-5709.1
0.6,0.8,0.4,0.6,-5712.8
0.6,0.8,0.4,0.4,-6376.4
0.6,0.8,0.4,0.2,-5697.0
0.6,0.8,0.4,0.0,-6352.9
0.6,0.8,0.2,1.0,-287.1
0.6,0.8,0.2,0.8,-224.0
0.6,0.8,0.2,0.6,-216.6
0.6,0.8,0.2,0.4,-6722.5
0.6,0.8,0.2,0.2,-6719.9
0.6,0.8,0.2,0.0,-5994.8
0.6,0.8,0.0,1.0,-287.1
0.6,0.8,0.0,0.8,-224.0
0.6,0.8,0.0,0.6,-216.6
0.6,0.8,0.0,0.4,-6722.5
0.6,0.8,0.0,0.2,-6719.9
0.6,0.8,0.0,0.0,-5994.8
0.6,0.6,1.0,1.0,0.0
0.6,0.6,1.0,0.8,0.0
0.6,0.6,1.0,0.6,0.0
0.6,0.6,1.0,0.4,0.0
0.6,0.6,1.0,0.2,0.0
0.6,0.6,1.0,0.0,0.0
0.6,0.6,0.8,1.0,-115.1
0.6,0.6,0.8,0.8,-45.8
0.6,0.6,0.8,0.6,0.0
0.6,0.6,0.8,0.4,-69.2
0.6,0.6,0.8,0.2,-394.7
0.6,0.6,0.8,0.0,-349.8
0.6,0.6,0.6,1.0,-345.4
0.6,0.6,0.6,0.8,-183.9
0.6,0.6,0.6,0.6,-181.0
0.6,0.6,0.6,0.4,-181.1
0.6,0.6,0.6,0.2,-180.9
0.6,0.6,0.6,0.0,-1071.4
0.6,0.6,0.4,1.0,-5701.7
0.6,0.6,0.4,0.8,-6040.4
0.6,0.6,0.4,0.6,-5715.0
0.6,0.6,0.4,0.4,-6373.8
0.6,0.6,0.4,0.2,-6032.8
0.6,0.6,0.4,0.0,-6350.9
0.6,0.6,0.2,1.0,0.0
0.6,0.6,0.2,0.8,-183.7
0.6,0.6,0.2,0.6,-180.8
0.6,0.6,0.2,0.4,-6711.8
0.6,0.6,0.2,0.2,-6719.3
0.6,0.6,0.2,0.0,-5994.2
0.6,0.6,0.0,1.0,0.0
0.6,0.6,0.0,0.8,-183.7
0.6,0.6,0.0,0.6,-180.8
0.6,0.6,0.0,0.4,-6711.8
0.6,0.6,0.0,0.2,-6719.3
0.6,0.6,0.0,0.0,-5994.2
0.6,0.4,1.0,1.0,0.0
0.6,0.4,1.0,0.8,0.0
0.6,0.4,1.0,0.6,0.0
0.6,0.4,1.0,0.4,0.0
0.6,0.4,1.0,0.2,0.0
0.6,0.4,1.0,0.0,0.0
0.6,0.4,0.8,1.0,-343.9
0.6,0.4,0.8,0.8,-674.9
0.6,0.4,0.8,0.6,-325.4
0.6,0.4,0.8,0.4,-27.6
0.6,0.4,0.8,0.2,-324.9
0.6,0.4,0.8,0.0,-373.7
0.6,0.4,0.6,1.0,-858.2
0.6,0.4,0.6,0.8,-182.8
0.6,0.4,0.6,0.6,-180.8
0.6,0.4,0.6,0.4,-180.8
0.6,0.4,0.6,0.2,-178.2
0.6,0.4,0.6,0.0,-796.9
0.6,0.4,0.4,1.0,-5733.3
0.6,0.4,0.4,0.8,-5731.3
0.6,0.4,0.4,0.6,-5731.8
0.6,0.4,0.4,0.4,-5732.3
0.6,0.4,0.4,0.2,-6353.1
0.6,0.4,0.4,0.0,-5994.2
0.6,0.4,0.2,1.0,17.8
0.6,0.4,0.2,0.8,-5731.3
0.6,0.4,0.2,0.6,-5751.8
0.6,0.4,0.2,0.4,-5752.3
0.6,0.4,0.2,0.2,-6351.6
0.6,0.4,0.2,0.0,-5994.0
0.6,0.4,0.0,1.0,17.8
0.6,0.4,0.0,0.8,-5731.3
0.6,0.4,0.0,0.6,-5751.8
0.6,0.4,0.0,0.4,-5752.3
